"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045989","GO:0045989","positive regulation of striated muscle contraction","1/171","15/23189",0.0666666666666667,9.04054580896686,2.68489043034673,0.105111633682229,0.348391209872547,0.307561162345868,"Ccn2",1
"GO:0051280","GO:0051280","negative regulation of release of sequestered calcium ion into cytosol","1/171","15/23189",0.0666666666666667,9.04054580896686,2.68489043034673,0.105111633682229,0.348391209872547,0.307561162345868,"Tgfb1",1
"GO:0051764","GO:0051764","actin crosslink formation","1/171","15/23189",0.0666666666666667,9.04054580896686,2.68489043034673,0.105111633682229,0.348391209872547,0.307561162345868,"Tnnt2",1
"GO:0060330","GO:0060330","regulation of response to type II interferon","1/171","15/23189",0.0666666666666667,9.04054580896686,2.68489043034673,0.105111633682229,0.348391209872547,0.307561162345868,"Irgm1",1
"GO:0060334","GO:0060334","regulation of type II interferon-mediated signaling pathway","1/171","15/23189",0.0666666666666667,9.04054580896686,2.68489043034673,0.105111633682229,0.348391209872547,0.307561162345868,"Irgm1",1
"GO:0072160","GO:0072160","nephron tubule epithelial cell differentiation","1/171","15/23189",0.0666666666666667,9.04054580896686,2.68489043034673,0.105111633682229,0.348391209872547,0.307561162345868,"Stat1",1
"GO:0072283","GO:0072283","metanephric renal vesicle morphogenesis","1/171","15/23189",0.0666666666666667,9.04054580896686,2.68489043034673,0.105111633682229,0.348391209872547,0.307561162345868,"Stat1",1
"GO:0072378","GO:0072378","blood coagulation, fibrin clot formation","1/171","15/23189",0.0666666666666667,9.04054580896686,2.68489043034673,0.105111633682229,0.348391209872547,0.307561162345868,"Itgb3",1
"GO:0098970","GO:0098970","postsynaptic neurotransmitter receptor diffusion trapping","1/171","15/23189",0.0666666666666667,9.04054580896686,2.68489043034673,0.105111633682229,0.348391209872547,0.307561162345868,"Itgb3",1
"GO:0099532","GO:0099532","synaptic vesicle endosomal processing","1/171","15/23189",0.0666666666666667,9.04054580896686,2.68489043034673,0.105111633682229,0.348391209872547,0.307561162345868,"Bcl2l1",1
"GO:0099628","GO:0099628","neurotransmitter receptor diffusion trapping","1/171","15/23189",0.0666666666666667,9.04054580896686,2.68489043034673,0.105111633682229,0.348391209872547,0.307561162345868,"Itgb3",1
"GO:1900426","GO:1900426","positive regulation of defense response to bacterium","1/171","15/23189",0.0666666666666667,9.04054580896686,2.68489043034673,0.105111633682229,0.348391209872547,0.307561162345868,"Lgals9",1
"GO:1905209","GO:1905209","positive regulation of cardiocyte differentiation","1/171","15/23189",0.0666666666666667,9.04054580896686,2.68489043034673,0.105111633682229,0.348391209872547,0.307561162345868,"Tgfb1",1
"GO:2000343","GO:2000343","positive regulation of chemokine (C-X-C motif) ligand 2 production","1/171","15/23189",0.0666666666666667,9.04054580896686,2.68489043034673,0.105111633682229,0.348391209872547,0.307561162345868,"Tgfb1",1
"GO:2000811","GO:2000811","negative regulation of anoikis","1/171","15/23189",0.0666666666666667,9.04054580896686,2.68489043034673,0.105111633682229,0.348391209872547,0.307561162345868,"Bcl2l1",1
"GO:0050818","GO:0050818","regulation of coagulation","2/171","75/23189",0.0266666666666667,3.61621832358674,1.95597350859646,0.105936995329022,0.349890498657121,0.30888474051951,"Procr/Plat",2
"GO:0060390","GO:0060390","regulation of SMAD protein signal transduction","2/171","75/23189",0.0266666666666667,3.61621832358674,1.95597350859646,0.105936995329022,0.349890498657121,0.30888474051951,"Tgfb1/Lgals9",2
"GO:1902750","GO:1902750","negative regulation of cell cycle G2/M phase transition","2/171","75/23189",0.0266666666666667,3.61621832358674,1.95597350859646,0.105936995329022,0.349890498657121,0.30888474051951,"Nabp1/Ccng1",2
"GO:1904062","GO:1904062","regulation of monoatomic cation transmembrane transport","5/171","339/23189",0.0147492625368732,2.00012075419621,1.59884033071344,0.10657335967475,0.351579641412366,0.310375922542619,"Mcub/Itgb3/Tgfb1/Fxyd5/Rapgef3",5
"GO:0001707","GO:0001707","mesoderm formation","2/171","76/23189",0.0263157894736842,3.56863650353955,1.93320181765798,0.108294716874338,0.354809640526439,0.31322737876123,"Itgb3/Hmga2",2
"GO:0031100","GO:0031100","animal organ regeneration","2/171","76/23189",0.0263157894736842,3.56863650353955,1.93320181765798,0.108294716874338,0.354809640526439,0.31322737876123,"Lcp1/Tgfb1",2
"GO:0051926","GO:0051926","negative regulation of calcium ion transport","2/171","76/23189",0.0263157894736842,3.56863650353955,1.93320181765798,0.108294716874338,0.354809640526439,0.31322737876123,"Mcub/Tgfb1",2
"GO:0032368","GO:0032368","regulation of lipid transport","3/171","157/23189",0.0191082802547771,2.59123924460834,1.72431016995869,0.110213920895977,0.354809640526439,0.31322737876123,"Itgb3/Pla2g4a/Osbpl6",3
"GO:0002763","GO:0002763","positive regulation of myeloid leukocyte differentiation","2/171","77/23189",0.025974025974026,3.52229057492215,1.91081051900281,0.110666405418052,0.354809640526439,0.31322737876123,"Itgb3/Tgfb1",2
"GO:0032732","GO:0032732","positive regulation of interleukin-1 production","2/171","77/23189",0.025974025974026,3.52229057492215,1.91081051900281,0.110666405418052,0.354809640526439,0.31322737876123,"Egr1/Lgals9",2
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation","5/171","344/23189",0.0145348837209302,1.97104923160615,1.56394255575534,0.111537104315088,0.354809640526439,0.31322737876123,"Dusp10/Tgfb1/Lgals9/Nfatc2/Irgm1",5
"GO:0000097","GO:0000097","sulfur amino acid biosynthetic process","1/171","16/23189",0.0625,8.47551169590643,2.57813523291474,0.111714978406503,0.354809640526439,0.31322737876123,"Mthfd2l",1
"GO:0007406","GO:0007406","negative regulation of neuroblast proliferation","1/171","16/23189",0.0625,8.47551169590643,2.57813523291474,0.111714978406503,0.354809640526439,0.31322737876123,"Tgfb1",1
"GO:0008212","GO:0008212","mineralocorticoid metabolic process","1/171","16/23189",0.0625,8.47551169590643,2.57813523291474,0.111714978406503,0.354809640526439,0.31322737876123,"Hsd11b1",1
"GO:0009310","GO:0009310","amine catabolic process","1/171","16/23189",0.0625,8.47551169590643,2.57813523291474,0.111714978406503,0.354809640526439,0.31322737876123,"Moxd1",1
"GO:0009435","GO:0009435","NAD biosynthetic process","1/171","16/23189",0.0625,8.47551169590643,2.57813523291474,0.111714978406503,0.354809640526439,0.31322737876123,"Nmnat2",1
"GO:0009642","GO:0009642","response to light intensity","1/171","16/23189",0.0625,8.47551169590643,2.57813523291474,0.111714978406503,0.354809640526439,0.31322737876123,"Slc24a4",1
"GO:0030644","GO:0030644","intracellular chloride ion homeostasis","1/171","16/23189",0.0625,8.47551169590643,2.57813523291474,0.111714978406503,0.354809640526439,0.31322737876123,"Abcc2",1
"GO:0033147","GO:0033147","negative regulation of intracellular estrogen receptor signaling pathway","1/171","16/23189",0.0625,8.47551169590643,2.57813523291474,0.111714978406503,0.354809640526439,0.31322737876123,"Zfp366",1
"GO:0046548","GO:0046548","retinal rod cell development","1/171","16/23189",0.0625,8.47551169590643,2.57813523291474,0.111714978406503,0.354809640526439,0.31322737876123,"Trpm1",1
"GO:0061635","GO:0061635","regulation of protein complex stability","1/171","16/23189",0.0625,8.47551169590643,2.57813523291474,0.111714978406503,0.354809640526439,0.31322737876123,"Irgm1",1
"GO:0061687","GO:0061687","detoxification of inorganic compound","1/171","16/23189",0.0625,8.47551169590643,2.57813523291474,0.111714978406503,0.354809640526439,0.31322737876123,"Abcc2",1
"GO:0070278","GO:0070278","extracellular matrix constituent secretion","1/171","16/23189",0.0625,8.47551169590643,2.57813523291474,0.111714978406503,0.354809640526439,0.31322737876123,"Ccn2",1
"GO:0071801","GO:0071801","regulation of podosome assembly","1/171","16/23189",0.0625,8.47551169590643,2.57813523291474,0.111714978406503,0.354809640526439,0.31322737876123,"Lcp1",1
"GO:0072074","GO:0072074","kidney mesenchyme development","1/171","16/23189",0.0625,8.47551169590643,2.57813523291474,0.111714978406503,0.354809640526439,0.31322737876123,"Stat1",1
"GO:0090153","GO:0090153","regulation of sphingolipid biosynthetic process","1/171","16/23189",0.0625,8.47551169590643,2.57813523291474,0.111714978406503,0.354809640526439,0.31322737876123,"Sphk1",1
"GO:0090713","GO:0090713","immunological memory process","1/171","16/23189",0.0625,8.47551169590643,2.57813523291474,0.111714978406503,0.354809640526439,0.31322737876123,"St3gal1",1
"GO:0097212","GO:0097212","lysosomal membrane organization","1/171","16/23189",0.0625,8.47551169590643,2.57813523291474,0.111714978406503,0.354809640526439,0.31322737876123,"Atp10b",1
"GO:0098528","GO:0098528","skeletal muscle fiber differentiation","1/171","16/23189",0.0625,8.47551169590643,2.57813523291474,0.111714978406503,0.354809640526439,0.31322737876123,"Hdac9",1
"GO:0098953","GO:0098953","receptor diffusion trapping","1/171","16/23189",0.0625,8.47551169590643,2.57813523291474,0.111714978406503,0.354809640526439,0.31322737876123,"Itgb3",1
"GO:0160049","GO:0160049","negative regulation of cGAS/STING signaling pathway","1/171","16/23189",0.0625,8.47551169590643,2.57813523291474,0.111714978406503,0.354809640526439,0.31322737876123,"Irgm1",1
"GO:1900226","GO:1900226","negative regulation of NLRP3 inflammasome complex assembly","1/171","16/23189",0.0625,8.47551169590643,2.57813523291474,0.111714978406503,0.354809640526439,0.31322737876123,"Irgm1",1
"GO:1902358","GO:1902358","sulfate transmembrane transport","1/171","16/23189",0.0625,8.47551169590643,2.57813523291474,0.111714978406503,0.354809640526439,0.31322737876123,"Slc26a7",1
"GO:1903798","GO:1903798","regulation of miRNA processing","1/171","16/23189",0.0625,8.47551169590643,2.57813523291474,0.111714978406503,0.354809640526439,0.31322737876123,"Tgfb1",1
"GO:1903998","GO:1903998","regulation of eating behavior","1/171","16/23189",0.0625,8.47551169590643,2.57813523291474,0.111714978406503,0.354809640526439,0.31322737876123,"Slc24a4",1
"GO:2001171","GO:2001171","positive regulation of ATP biosynthetic process","1/171","16/23189",0.0625,8.47551169590643,2.57813523291474,0.111714978406503,0.354809640526439,0.31322737876123,"Bcl2l1",1
"GO:0032677","GO:0032677","regulation of interleukin-8 production","2/171","78/23189",0.0256410256410256,3.47713300344879,1.88878778874637,0.113051729896279,0.354809640526439,0.31322737876123,"Rigi/Afap1l2",2
"GO:0046824","GO:0046824","positive regulation of nucleocytoplasmic transport","2/171","78/23189",0.0256410256410256,3.47713300344879,1.88878778874637,0.113051729896279,0.354809640526439,0.31322737876123,"Tgfb1/Rapgef3",2
"GO:0051047","GO:0051047","positive regulation of secretion","6/171","448/23189",0.0133928571428571,1.81618107769424,1.50354578667004,0.114794858482144,0.354809640526439,0.31322737876123,"Lgals3/Sphk1/Tgfb1/Pla2g4a/Rph3al/Bcl2l1",6
"GO:0009152","GO:0009152","purine ribonucleotide biosynthetic process","3/171","160/23189",0.01875,2.54265350877193,1.68766697078254,0.114911084693904,0.354809640526439,0.31322737876123,"Ak1/Tgfb1/Bcl2l1",3
"GO:1903038","GO:1903038","negative regulation of leukocyte cell-cell adhesion","3/171","160/23189",0.01875,2.54265350877193,1.68766697078254,0.114911084693904,0.354809640526439,0.31322737876123,"Lgals3/Tgfb1/Lgals9",3
"GO:1903305","GO:1903305","regulation of regulated secretory pathway","3/171","160/23189",0.01875,2.54265350877193,1.68766697078254,0.114911084693904,0.354809640526439,0.31322737876123,"Lgals9/Rph3al/Bcl2l1",3
"GO:0002752","GO:0002752","cell surface pattern recognition receptor signaling pathway","2/171","79/23189",0.0253164556962025,3.43311866163299,1.86712232070685,0.115450363315907,0.354809640526439,0.31322737876123,"Oas1g/Oas1a",2
"GO:0019080","GO:0019080","viral gene expression","2/171","79/23189",0.0253164556962025,3.43311866163299,1.86712232070685,0.115450363315907,0.354809640526439,0.31322737876123,"Ifitm3/Hmga2",2
"GO:0032637","GO:0032637","interleukin-8 production","2/171","79/23189",0.0253164556962025,3.43311866163299,1.86712232070685,0.115450363315907,0.354809640526439,0.31322737876123,"Rigi/Afap1l2",2
"GO:1902893","GO:1902893","regulation of miRNA transcription","2/171","79/23189",0.0253164556962025,3.43311866163299,1.86712232070685,0.115450363315907,0.354809640526439,0.31322737876123,"Egr1/Tgfb1",2
"GO:2000117","GO:2000117","negative regulation of cysteine-type endopeptidase activity","2/171","79/23189",0.0253164556962025,3.43311866163299,1.86712232070685,0.115450363315907,0.354809640526439,0.31322737876123,"Wnt9a/Naip2",2
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus","5/171","348/23189",0.014367816091954,1.94839349331182,1.53644330369932,0.115587748465527,0.354809640526439,0.31322737876123,"Itgb3/Hdac9/Tgfb1/Blvrb/Slc39a14",5
"GO:0030183","GO:0030183","B cell differentiation","3/171","161/23189",0.0186335403726708,2.52686062983546,1.67563773781719,0.11649350838651,0.354809640526439,0.31322737876123,"Nfatc1/Hdac9/St3gal1",3
"GO:0046328","GO:0046328","regulation of JNK cascade","3/171","161/23189",0.0186335403726708,2.52686062983546,1.67563773781719,0.11649350838651,0.354809640526439,0.31322737876123,"Dusp10/Naip2/Ccn2",3
"GO:0001763","GO:0001763","morphogenesis of a branching structure","4/171","252/23189",0.0158730158730159,2.15251090689687,1.58552434697918,0.116497739153358,0.354809640526439,0.31322737876123,"Nfatc1/Sema3c/Tgfb1/Hmga2",4
"GO:0043270","GO:0043270","positive regulation of monoatomic ion transport","4/171","252/23189",0.0158730158730159,2.15251090689687,1.58552434697918,0.116497739153358,0.354809640526439,0.31322737876123,"Lgals3/Mylk/Fxyd5/Rapgef3",4
"GO:1901617","GO:1901617","organic hydroxy compound biosynthetic process","4/171","253/23189",0.0158102766798419,2.14400295864827,1.57697379442567,0.117729489723691,0.354809640526439,0.31322737876123,"Oca2/Moxd1/Sphk1/Ephx1",4
"GO:0030239","GO:0030239","myofibril assembly","2/171","80/23189",0.025,3.39020467836257,1.84580329743753,0.117861982713158,0.354809640526439,0.31322737876123,"Myom3/Tnnt2",2
"GO:0048332","GO:0048332","mesoderm morphogenesis","2/171","80/23189",0.025,3.39020467836257,1.84580329743753,0.117861982713158,0.354809640526439,0.31322737876123,"Itgb3/Hmga2",2
"GO:0002824","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","3/171","162/23189",0.0185185185185185,2.51126272471302,1.6636988084988,0.118084147046716,0.354809640526439,0.31322737876123,"Mill2/Tgfb1/Pla2g4a",3
"GO:0006633","GO:0006633","fatty acid biosynthetic process","3/171","162/23189",0.0185185185185185,2.51126272471302,1.6636988084988,0.118084147046716,0.354809640526439,0.31322737876123,"Sphk1/Mgll/Pla2g4a",3
"GO:0001574","GO:0001574","ganglioside biosynthetic process","1/171","17/23189",0.0588235294117647,7.97695218438253,2.48030081266304,0.11826988017548,0.354809640526439,0.31322737876123,"St3gal1",1
"GO:0002730","GO:0002730","regulation of dendritic cell cytokine production","1/171","17/23189",0.0588235294117647,7.97695218438253,2.48030081266304,0.11826988017548,0.354809640526439,0.31322737876123,"Rigi",1
"GO:0003334","GO:0003334","keratinocyte development","1/171","17/23189",0.0588235294117647,7.97695218438253,2.48030081266304,0.11826988017548,0.354809640526439,0.31322737876123,"Palld",1
"GO:0006704","GO:0006704","glucocorticoid biosynthetic process","1/171","17/23189",0.0588235294117647,7.97695218438253,2.48030081266304,0.11826988017548,0.354809640526439,0.31322737876123,"Hsd11b1",1
"GO:0007096","GO:0007096","regulation of exit from mitosis","1/171","17/23189",0.0588235294117647,7.97695218438253,2.48030081266304,0.11826988017548,0.354809640526439,0.31322737876123,"Tgfb1",1
"GO:0016045","GO:0016045","detection of bacterium","1/171","17/23189",0.0588235294117647,7.97695218438253,2.48030081266304,0.11826988017548,0.354809640526439,0.31322737876123,"Naip2",1
"GO:0018410","GO:0018410","C-terminal protein amino acid modification","1/171","17/23189",0.0588235294117647,7.97695218438253,2.48030081266304,0.11826988017548,0.354809640526439,0.31322737876123,"Irgm1",1
